datetime,hour,solar irradiance,temperature,wind speed,humidity,solar power
24-10-2023,1,0,17.21,2.52,11.72,0
24-10-2023,2,0,16.75,2.42,11.54,0
24-10-2023,3,0,16.35,2.35,11.41,0
24-10-2023,4,0,15.99,2.33,11.29,0
24-10-2023,5,0,15.65,2.37,11.17,0
24-10-2023,6,1.5,17.11,2.42,11.66,1.5
24-10-2023,7,155.3,19.58,3.07,12.21,155.3
24-10-2023,8,420.6,22.23,2.66,13.18,420.6
24-10-2023,9,658.4,25.3,3.75,12.63,658.4
24-10-2023,10,848.8,26.37,4.23,12.94,848.8
24-10-2023,11,955.1,27.1,4.57,13.18,955.1
24-10-2023,12,985,27.51,4.88,13.31,985
24-10-2023,13,932.1,27.51,5.06,13.37,932.1
24-10-2023,14,793.2,27.28,4.92,13.43,793.2
24-10-2023,15,587.2,26.51,4.35,13.79,587.2
24-10-2023,16,343.4,24.8,3.07,14.95,343.4
24-10-2023,17,86.9,21.77,2.75,14.28,86.9
24-10-2023,18,1,20.62,2.84,13.55,1
24-10-2023,19,0.4,20.01,2.79,13.12,0.4
24-10-2023,20,0,19.48,2.74,12.76,0
24-10-2023,21,0,18.98,2.68,12.39,0
24-10-2023,22,0,18.55,2.63,12.08,0
24-10-2023,23,0,18.14,2.6,11.78,0
25-10-2023,0,0,17.76,2.61,11.54,0
25-10-2023,1,0,17.39,2.63,11.35,0
25-10-2023,2,0,16.99,2.65,11.17,0
25-10-2023,3,0,16.62,2.64,10.99,0
25-10-2023,4,0,16.3,2.64,10.93,0
25-10-2023,5,0,15.97,2.61,10.8,0
25-10-2023,6,1.7,17.15,2.54,11.41,1.7
25-10-2023,7,137.4,19.79,3.19,12.02,137.4
25-10-2023,8,396.5,22.08,2.76,13.24,396.5
25-10-2023,9,642.7,25.47,3.98,12.88,642.7
25-10-2023,10,833,26.68,4.23,13,833
25-10-2023,11,946.5,27.3,4.23,13.18,946.5
25-10-2023,12,988.6,27.65,4.27,13.31,988.6
25-10-2023,13,916.1,27.58,4.33,13.31,916.1
25-10-2023,14,786.7,27.33,4.29,13.31,786.7
25-10-2023,15,584.5,26.57,3.91,13.55,584.5
25-10-2023,16,330,24.81,3,14.65,330
25-10-2023,17,87.5,21.65,2.69,14.04,87.5
25-10-2023,18,1,20.52,2.78,13.24,1
25-10-2023,19,0.6,19.93,2.73,12.82,0.6
25-10-2023,20,0,19.38,2.71,12.51,0
25-10-2023,21,0,18.87,2.7,12.21,0
25-10-2023,22,0,18.42,2.65,11.84,0
25-10-2023,23,0,18.04,2.58,11.54,0
